ALA,ARG,ASN,ASP,CYS,GLU,GLN,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL
14953.53418,15395.54199,15109.37305,15207.29883,15271.16016,15457.0332,15279.05762,15380.55176,15130.14063,15411.9502,,15199.62695,15094.64355,15110.73242,15211.30566,15260.90918,15133.4502,15223.3125,14986.30176,15296.58789
15009.83398,15709.14063,15092.84668,15225.73926,14998.92188,15177.56641,15202.29688,15204.48145,15476.21094,15187.02051,15308.29004,,15289.29395,14927.17285,15119.85156,15238.9248,15161.74805,15296.00195,14962.73438,15221.11133
15165.91699,15530.61035,15498.93457,15252.1748,15117.25391,15119.04883,15395.42871,,14949.4834,15297.92676,15210.75586,14880.05566,15312.33887,15485.83398,15217.09375,15493.58496,15336.8877,15419.23535,15226.77051,15116.8418
15372.16309,15441.46387,15470.69336,15285.70215,15319.42871,,15407.20898,15384.05078,15317.06641,15334.88086,15278.7207,15441.8584,15300.70801,15394.11523,15488.62207,15262.15625,15381.76758,15686.74609,15258.46973,15585.80469
15120.3877,15361.0752,15480.52734,15123.76367,15334.46973,15195.4209,15038.20703,15258.99902,15200.70508,15354.28613,15478.59473,15187.65918,15137.96973,15447.93848,14928.42285,15143.38574,,15535.61621,15236.46777,15297.00293
15009.30566,15354.21777,15468.87891,15317.44629,15166.53711,15187.53516,15160.33105,15146.77344,15225.6543,15346.57715,15003.52734,15398.68555,14974.10156,15123.16211,15144.68652,15346.92188,,15299.40234,15237.9541,15305.76953
15364.29004,15108.3584,15427.87793,15232.54395,15385.99805,15185.58398,15154.16797,15200.33105,15018.13281,15300.58887,15285.04785,15495.55176,15125.35742,15159.61621,15161.19727,15179.00586,,15149.7041,15278.52246,15123.05957
15169.36426,15306.81445,15002.57422,15353.36816,15261.07617,,15298.37207,15218.92383,15350.12109,15377.75977,15491.04004,15124.48047,15288.10938,15183.93652,15083.6543,15103.08984,15451.90527,15231.04883,15343.31152,15198.03418
,15271.28809,15108.05078,15324.17383,15100.29199,15305.99121,15397.0918,15156.46289,15157.37695,15251.38574,15198.72559,15216.61133,15153.69434,15369.95703,15258.08008,15045.0625,15181.69043,15047.22754,15040.48535,15075.50293
15035.26855,15363.07715,15198.72852,15136.93066,15114.67188,15223.2832,15149.56543,15467.83594,15229.1377,15304.77539,15171.91211,15412.2832,15360.34961,15336.49023,15183.29102,15150.18652,15086.14746,15434.01855,15447.33496,
15375.55664,15225.7168,15302.04395,,15458.46484,15349.94629,15408.17285,15237.36719,15339.24609,15104.36035,15256.95508,15198.2207,15222.05566,15444.64453,15193.86426,15374.07227,15272.86719,15287.00977,15164.16504,15493.46484
,15100.28809,15243.85645,15182.26563,15136.59082,15154.43066,15251.89453,15269.5166,15220.7666,15201.80469,15138.70898,15214.02539,15357.81055,15199.86035,14940.31445,15108.77734,15296.39941,15302.44922,15357.11328,15246.6084
,15272.18945,15549.89844,15177.04785,15191.57422,15462.0498,15230.50879,15192.30762,15368.93555,15331.56152,15271.58789,15245.05371,15240.66992,15202.37695,15287.58789,15194.75879,15276.98145,15083.83301,15188.22168,15089.42578
15454.98438,15110.67383,15356.87988,15026.65527,15213.70117,15247.03711,15226.22559,15479.93457,15207.83105,15298.75488,15096.05078,15147.6582,15044.7832,15074.75684,15095.00391,15211.20215,,15186.43164,15324.62012,15063.89355
,15163.96875,15103.20313,15515.45801,15256.18652,15194.92871,15255.22559,14971.20313,15145.9541,15177.38379,15271.93164,15320.04883,15159.19238,15344.79297,15271.90723,15334.29785,15053.76367,15142.98828,15308.61621,15294.89844
15272.88086,15301.16797,15254.57617,15251.74609,15291.52246,,15179.57031,15101.7832,15001.10742,15350.9668,15324.73926,15190.30664,15074.1416,15365.73828,15457.93555,14954.60059,15270.69434,15226.45313,15261.84766,15189.01855
15412.00098,15039.4248,15264.96094,15371.17676,15376.38184,15513.84766,15354.82813,15279.65332,15183.31543,15409.50977,15220.35645,,15333.15918,15203.88965,15113.62305,15383.2207,15240.30957,15149.27832,15167.73438,15226.87207
15143.62695,15277.69629,15134.86719,15351.14648,15060.82813,15044.69238,15325.64063,15175.52734,15383.43262,15327.34375,15397.75098,15272.60742,15161.79297,15456.92578,15194.82031,15181.44043,15143.33008,15286.95117,15210.09277,
15161.86719,15451.2207,15344.8877,15355.79688,15007.41699,15210.78613,15187.14844,15172.81055,15229.45117,15363.875,15416.34961,15320.09961,15658.04395,,15439.31445,15292.09082,15010.02441,15143.7041,15426.44531,15292.6582
15289.40137,15244.55371,15270.6123,15450.57715,15415.83691,15192.00781,15053.60352,15542.4873,15166.35156,15579.77148,15295.26074,,15423.8252,15254.07324,15269.56152,15134.39063,15347.39648,15120.33887,15350.02051,15501.83496
15325.6875,15119.54785,15043.35156,15265.47461,15311.50684,15205.81641,,15261.86914,15089.93066,15278.75293,15366.49512,15125.77734,15247.05762,15245.83594,15325.55371,15552.51074,15020.2627,15277.89746,15482.87012,15446.97754
15282.81836,15094.9541,15290.74219,15030.37012,15243.05664,15106.7041,15357.72754,15199.53711,15401.35449,15043.01074,14979.17383,15120.56738,15336.5625,15359.83203,15253.72559,15230.57813,15101.79297,15447.20215,,15186.51855
,15300.75586,15233.10059,15207.73535,15179.00488,15504.8252,15290.72363,15178.19238,15390.24121,15264.7334,15287.80176,15024.66406,15007.06738,15127.40137,15453.58594,15151.07617,15267.17969,15164.3418,15106.76953,15044.0332
15081.42969,15400.47461,,15206.43652,15485.73926,15250.87305,15439.2627,15375.01172,15237.77148,15145.30176,15306.27734,15222.41016,15127.91992,15211.64941,15338.72656,15218.84668,15054.4834,15189.27246,15048.7627,15232.09277
15282.90039,15418.08203,15176.19141,,15168.78125,15157.7334,15326.2334,15256.19922,15363.25977,15510.38477,15097.33789,15182.53711,15357.15332,15409.88086,14942.63574,15371.29004,15195.2168,15446.16113,15440.80469,15013.44141
15214.23828,15306.12402,,15546.56738,15106.23242,15364.7041,15164.14258,15255.88965,15195.17285,15320.34668,15230.55371,15224.83887,15202.88281,15348.55371,15310.96191,15275.82227,15041.6377,15071.16309,15220.92188,15251.19043
15196.83398,15248.58594,15288.70117,15446.5459,15315.98145,15368.51953,15480.86816,,15374.54688,15480.30469,15512.2998,15555.9502,15280.08594,15133.73438,15238.82813,15055.07324,15432.46289,15430.49805,15164.21094,15247.46875
15275.07324,15286.42773,15431.2998,15185.61914,15354.89551,15311.3418,15400.56445,15093.03027,15242.9082,15315.33789,15416.39941,15385.81445,15110.4209,15317.56934,15140.57129,15075.0459,15260.99121,15408.35645,15328.05078,
15360.10352,15040.80078,15189.9668,,15310.0957,15224.87598,15298.45215,15093.93359,15183.29883,15261.35059,15198.06641,15223.97461,15365.61816,15036.74316,15282.36523,15166.86621,15291.85645,15319.74902,15530.57422,15429.61133
15492.09766,15240.08887,14962.88379,15016.24121,15299.14844,15161.12598,15385.43555,,15130.76367,15316.48242,15407.11328,15421.1416,15428.86523,15026.30371,15329.58789,15374.09082,15268.00293,15096.50391,15214.83789,15300.9502
15055.39844,15190.57617,15362.99512,15014.25098,15027.1123,,15267.77539,14939.04297,15079.55664,15429.61523,15137.25098,15070.50879,15310,15355.41895,15169.56152,15179.75,15205.11816,15303.22852,15227.61621,14967.41895
15382.55957,15151.05176,15210.63574,15296.25781,15590.32715,15217.58203,15326.62598,15430.44824,15259.1416,15486.20313,15442.23828,15319.27637,15343.98633,15131.18457,15281.84863,15190.34277,15279.92676,,15251.03711,15193.06738
15118.7041,15424.12109,15326.34277,15146.81348,15186.30566,15084.19043,15271.43262,15131.26367,15221.55078,15067.64063,15244.49219,15460.37891,15112.35742,15220.76367,14809.12012,15207.9209,,15106.51074,15510.62598,14848.01074
15269.37793,15271.66504,15239.4668,15298.73438,15380.45605,15127.67773,15184.0791,15074.24121,15043.66699,15432.22266,15130.87793,15379.65918,15393.85742,15255.70801,15308.53906,15426.50488,15250.74219,15332.64648,,15295.83984
15186.66309,15383.66406,15008.24414,,15043.88867,15206.79102,15306.83105,15196.40723,15074.86035,15218.65039,15313.98535,15289.73828,15418.29004,14957.78809,15068.6709,15116.81641,15190.23438,15134.24023,15293.02734,15194.54297
15186.36816,15236.16797,15245.29883,,15060.91406,15265.98633,15314.41602,15064.0752,15262.44336,15369.5166,15236.06934,15363.27734,15149.05371,15138.03125,15186.34668,15222.15332,15149.9873,15213.08105,15317.28906,15178.97461
,15246.60352,15045.68262,15256.17578,15094.33496,15247.3457,15260.88672,15175.72266,15377.43359,15182.62109,15384.83398,15346.71484,15140.39258,15305.51367,15259.39453,15126.54395,15391.87109,15254.79785,15339.53711,15327.13086
15386.1416,15443,15212.28809,15644.91211,15277.49805,15227.93555,15189.56348,14978.94922,15121.81055,15033.64551,15623.34277,15239.33594,14856.25098,15066.79004,15191.72852,15446.78418,,15460.96484,15214.63672,15255.88281
15179.86035,15158.08301,15177.88477,15133.9375,15215.93652,15356.9834,14902.59375,15276.08301,15130.14453,15118.5166,15353.3418,,15128.21777,15207.62109,15121.6582,15347.81055,15130.36035,15155.54395,15042.80273,14888.00293
15154.64453,15547.64258,15106.22363,15208.04004,15301.37598,15451.36035,15098.11816,15139.75,15059.34082,15037.12793,15656.93262,15239.37305,15263.90625,15273.85938,15435.68262,15243.0459,,15379.00781,14955.75098,15235.23438
15256.15723,15109.87207,15120.08203,15189.1543,15396.41504,15280.43945,15230.56543,15218.35156,15284.70215,15157.20801,15133.43945,15272.04004,15392.96777,,15393.47363,15363.42578,15412.76855,15152.32324,15161.62109,15209.7207
15229.92285,15501.42383,15140.41602,14869.77539,15382.87891,15200.35059,15246.68359,15175.1543,15249.45996,14996.99316,15038.32715,15197.71484,15001.17969,15110.28125,15284.89063,15139.18848,,15339.96191,15207.58887,15286.27637
15200.2168,15202.86328,15234.94727,15112.7666,15210.87207,15283.90723,15056.45605,15300.23242,15139.79785,15292.55273,15152.38867,15139.25879,15225.66406,15221.65137,15401.09961,15106.6543,15346.9873,15091.45898,15449.375,
15211.83887,15379.23242,15076.42188,15233.13379,15345.75,15243.13281,15485.50293,15208.72656,15318.27246,15229.16602,15147.75,15389.63574,15399.96875,15197.37891,15044.78223,15095.62598,,15205.86523,15252.13477,15397.21973
15303.08594,15265.47168,15408.96777,15264.04785,15100.11914,,15295.19922,15446.9707,15175.86914,15467.28711,15247.13867,15314.2998,15372.33887,15226.45313,15325.2168,15475.49023,15364.12598,15455.34277,15338.37402,15237.14746
