ALA,ARG,ASN,ASP,CYS,GLU,GLN,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL
12105.05859,12014.53027,11966.70996,12170.04004,12008.38574,11890.72559,11831.20703,12172.85547,11864.1709,12126.5918,12029.92578,,12060.00781,12026.5332,12002.59082,11922.79883,12122.52734,11850.33496,12077.95801,12208.58398
12104.17871,11761.85449,11821.52051,12004.53613,12062.78516,11987.20996,,12034.2168,11902.20313,12085.0332,12037.27637,11809.33789,12068.62695,11945.89063,12050.82813,12057.88965,11828.04004,12039.6416,12157.59961,12161.14063
12106.7168,11887.41992,11960.23926,11843.36523,11881.83691,11936.21094,11971.41211,11996.21582,12080.03027,11901.7373,11812.42578,11874.70313,12047.62109,12057.81836,11935.44434,12000.81152,11769.17871,12062.12598,,11942.05469
,11966.84375,12040.55469,11992.36719,11905.47656,12067.93457,11930.76855,11808.41699,12050.64453,11951.74316,12061.27051,11779.35645,11802.06152,11892.3418,12141.11133,11943.73633,12018.34668,11851.66211,11762.38672,11874.99316
11880.02832,11954.86719,,11930.74316,11903.87305,12047.78613,12129.49512,12045.14551,11954.25488,11868.82617,12020.94336,11885.38086,11896.04395,11933.73145,11955.44043,11977.87402,11933.7666,11932.4668,11755.01074,11960.2041
12011.25879,11960.63867,11943.70996,,11944.28027,11879.43457,11984.20703,12023.9541,12116.44336,12041.30273,11901.52148,11911.75586,12039.29395,11954.71387,11813.98438,12086.46875,11950.30078,11981.6377,12037.3623,11777.27441
11987.8916,11965.02246,,12362.47559,11962.03223,12033.01074,11961.47559,11982.73828,11938.87988,12009.7373,11997.58203,12025.8916,11957.62695,12063.85938,11972.6709,12013.77637,11945.46387,11863.64746,11956.2998,11993.26563
11996.19824,11827.79297,11994.43262,11997.86914,12033.16895,11980.25098,11979.24902,,12005.83496,12056.44824,12122.31543,11977.62012,11972.67578,11752.01172,12003.67578,11789.91602,12157.95996,12093.38379,11777.31836,12072.0957
11941.49121,11937.85547,12152.68457,11948.61523,12068.46387,12045.23926,12203.83594,11703.96875,12097.0166,12063.51855,12171.99316,12076.29688,11815.82422,11973.78027,11867.94531,11830.06836,12051.18457,11962.0918,11974.68359,
12035.45605,11799.73633,11988.43262,,12052.27051,11890.11816,11887.58594,12003.35938,11935.30762,12043.99121,11835.04102,11956.10742,12024.81543,11796.14355,12009.07813,12008.52539,12060.64746,11929.54688,12254.34375,12137.05859
12215.33203,11888.43945,11821.28027,11745.76172,11832.92188,11903.02539,11930.37305,,11903.29785,12004.42188,12027.92871,11963.45215,12008.4082,11789.33105,12032.14844,11972.20215,12013.91016,11844.34863,11996.00391,12086.85938
11873.86426,11968.73047,11988.48535,11798.37305,11774.4248,,12006.70313,11854.34473,11909.41504,12103.84082,11927.74219,11879.25488,12109.65723,12097.94727,11994.82715,11948.34863,12076.72266,12020.91699,11984.41406,11799.3457
11956.72949,11914.41992,12001.81543,11994.72168,12175.46777,11905.47949,12036.02832,12125.45508,11922.95703,12163.51563,12159.04492,12100.6582,12029.48242,11915.89844,11962.67383,12016.34277,11950.01758,,11949.6748,11955.22168
11958.20215,12124.41504,11987.05469,11969.14355,12000.70801,11806.52734,11957.53516,11962.14941,11987.76367,11836.7334,11944.85547,12173.46289,11831.62207,11849.20117,11684.46875,12019.67578,,11857.82617,12066.71777,11603.52441
11866.57715,11950.49902,11961.39551,11854.02832,12025.7207,11784.44238,11808.02832,11739.67188,11831.58496,12123.90527,11853.60449,12023.89453,12048.38672,12060.9834,11986.90039,12175.54785,11938.38672,12159.16699,,11988.37207
11937.64551,12045.65918,11737.38086,,11779.91406,12052.62988,12023.15332,11987.21387,11858.79688,11989.57129,12005.39844,11910.60547,12104.64453,11767.79004,11886.31934,11897.72656,11933.74512,11839.97852,12063.35156,11881.40918
11934.20313,11922.54883,11914.19922,,11927.15039,11959.39941,12052.63086,11799.54199,11892.86914,12056.73828,12008.20703,12014.83008,11887.25488,11897.75391,11942.72949,12048.10254,11970.99121,11899.35352,12096.26074,11942.69727
,11932.42188,11827.18652,11995.57324,11933.46289,11918.97168,11914.67188,11911.06543,12081.76563,11929.52637,11973.78418,11939.48828,11907.39941,11972.90527,11920.80762,11971.1875,12187.7207,11944.21973,12007.58301,11952.66309
12176.20215,12149.3125,12006.65332,12223.65625,11952.4209,11960.67676,11994.7998,11760.08691,11954.54004,11884.38086,12246.31445,11987.87109,11654.59863,11843.00195,12053.05859,12046.44336,,12066.32715,11941.40332,12039.92773
11963.25977,11850.21191,11946.57813,11836.69824,11889.99805,12046.04492,11717.15137,12027.44043,11921.66504,11897.35254,12043.85254,,11854.32813,11986.32031,11922.89648,12008.67578,11942.72363,11874.10938,11803.38281,11706.78809
11950.30957,12203.59375,11839.42969,12019.54199,12036.39844,12174.01855,11928.54395,11947.05859,11898.74316,11743.34082,12379.06738,11964.65527,11868.58594,12058.39258,12117.54492,11964.37793,,11967.7002,11826.24316,11875.52051
11980.56348,11961.49219,11922.90137,11904.23828,12158.25195,11926.56934,11961.66016,11972.24707,12022.59277,11873.47754,11852.11914,11974.24023,11928.98145,,12074.66895,12007.24316,12076.88477,11956.38379,11914.09766,11961.47266
11976.60547,12096.58398,11982.4834,11749.22656,12120.08887,11821.00684,12048.4209,11897.90625,11972.9873,11805.30566,11919.10254,11957.57813,11673.08105,11934.71484,12061.49121,11942.89844,,12115.50488,12003.16504,12003.62012
11840.69629,11944.03516,11924.76367,11976.13184,12001.36523,11948.83984,11811.12598,12023.26953,11769.11426,12089.38672,11873.01074,11877.17383,11915.60645,11886.14063,12053.92285,11896.33887,12175.01855,11819.41797,12148.29199,
12041.12891,11954.88184,11909.0625,11990.00684,11924.13965,11957.98438,12038.89551,11911.59082,12045.37012,11982.44727,11836.02734,12079.66113,12034.4707,11951.64648,11881.57715,11948.7666,,11973.6875,11953.06934,11977.20215
11920.0459,12079.23242,12029.37695,12026.05469,11873.87695,,12012.93066,12056.06055,11903.90625,12184.09082,11999.45508,11928.69238,12129.99805,11899.16602,12039.25,12113.4707,12019.34473,12076.55273,11993.50391,11939.91699
