ALA,ARG,ASN,ASP,CYS,GLU,GLN,GLY,HIS,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL
3256.312256,3222.626709,3200.124512,,3224.483643,3235.355469,3206.087646,3135.298096,3183.186279,3191.762207,3257.455078,3228.099854,3147.19458,3264.810059,3263.017334,3249.046631,3266.613037,3287.624512,3217.390625,3285.366455
,3137.87915,3254.947266,3122.966797,3147.229004,3193.03418,3238.207031,3113.10498,3226.533203,3243.473877,3202.3479,3208.071777,3180.218018,3161.740234,3123.344238,3159.498047,3224.936523,3334.783691,3292.23291,3173.116943
,3196.149658,3257.032959,3174.768799,3167.214355,3357.159424,3329.408447,3118.525879,3206.92749,3250.096924,3117.586914,3198.592773,3301.520996,3191.392334,3135.639404,3110.281738,3188.039795,3086.240234,3131.265381,3187.072266
3267.445557,3140.197021,3316.080566,3166.041992,3072.061279,3187.820801,3188.602295,3220.91333,3116.776123,3184.567383,3223.764648,3170.413574,3055.829102,3176.512695,3106.131592,3145.47876,,3241.25415,3287.768311,3105.853027
,3202.934326,3148.41748,3282.116699,3146.643066,3153.98291,3298.321289,3054.567871,3213.53833,3193.479736,3246.03833,3197.060059,3187.424072,3275.597168,3198.154785,3240.553711,3157.672852,3126.591064,3206.4021,3255.21875
3104.610107,3105.749023,3225.851807,3143.697266,3189.653809,,3177.435547,3174.189697,3082.294189,3193.919678,3155.376709,3133.533447,3149.583252,3270.339111,3189.858398,3149.543701,3183.491943,3128.552002,3199.745605,3224.175781
3220.669434,3110.517334,3118.071045,3194.979004,3228.063965,3183.581055,3345.457764,3161.491455,3177.323242,3235.020996,3205.913086,,3091.139893,3154.951416,3151.276611,3103.193115,3132.798828,3195.435303,3198.138916,3117.407715
3210.082031,3330.224121,3207.344238,3255.65332,3094.341797,3063.919678,3201.950684,3174.4375,3207.172852,3157.812988,3233.008057,3162.423584,3210.850098,3258.711182,3082.796143,3171.655518,3142.750977,3241.804199,3175.823975,
3155.922119,3277.2229,3163.117432,3371.067383,3162.506348,3231.664307,3149.629395,3198.765869,3162.30957,3202.337891,3312.880127,3211.823486,3416.987793,,3368.754883,3241.169434,3094.030762,3276.378174,3376.774658,3166.541504
3101.603027,3115.821289,3249.190674,3226.311768,3302.461914,3224.434082,3144.763428,3279.682129,3190.053223,3344.716797,3190.471436,,3285.949707,3170.502686,3176.141113,3134.55249,3139.208496,3178.860596,3196.556885,3202.37085
3145.758301,3246.901855,3133.409668,3165.284668,3191.256592,3121.212891,,3118.645508,3120.859131,3109.269775,3290.149658,3238.110107,3119.418701,3262.400391,3185.507813,3403.781494,3120.542969,3167.38623,3230.166504,3230.406982
3134.47876,3102.961182,3217.806152,3102.89624,3266.254639,3089.167725,3294.606201,3130.175781,3252.227051,3087.652344,3082.990723,3154.840332,3199.901855,3219.147217,3204.848633,3172.29248,3269.935303,3306.474609,,3160.515869
,3290.81665,3098.7229,3130.031982,3213.69165,3351.838379,3270.599365,3304.812988,3292.013184,3235.504883,3188.854004,3151.966064,3153.391846,3147.805908,3254.602295,3136.611816,3174.642822,3223.359863,3255.263184,3086.792236
3137.137451,3331.950928,,3223.0354,3488.571045,3123.416016,3241.18335,3259.817871,3186.13208,3162.821289,3209.194336,3243.677734,3179.203369,3184.3125,3348.003662,3133.053955,3035.900635,3197.403076,3205.391846,3148.238037
3212.224854,3405.494873,3168.180176,,3141.677246,3195.651611,3255.638672,3140.585205,3197.801514,3366.07251,3130.476318,3176.019043,3226.538086,3374.656738,3045.940674,3201.513184,3118.629883,3390.750244,3340.320313,3159.82251
3152.597168,3275.300293,,3093.552002,3080.961914,3297.612549,3132.998779,3189.00293,3227.430176,3276.525879,3147.380615,3108.775879,3167.721436,3216.231201,3268.870605,3189.252441,3015.148193,3185.634521,3191.911133,3160.964111
3128.612549,3328.849121,3204.856201,3341.729004,3214.277588,3284.46167,3410.042725,,3277.665283,3325.925781,3325.939453,3441.902588,3205.736572,3259.236084,3188.299561,3164.342529,3210.846924,3240.716064,3269.58374,3084.527344
3263.001221,3224.533203,3152.821045,3174.853027,3208.893555,3186.87793,3116.728516,3284.108643,3049.251221,3185.29126,3194.335938,3228.949219,3195.736816,3263.245117,3170.539551,3167.329834,3142.450684,3365.699951,3271.203369,
3276.689697,3116.060791,3114.112305,,3170.750244,3228.689209,3325.513428,3032.664795,3168.133301,3133.919434,3279.140381,3175.938721,3231.261475,3164.81543,3164.932373,3084.010742,3160.665039,3336.421387,3172.163086,3212.146484
3176.292969,3295.575195,3083.197021,3167.008789,3376.705566,3247.447266,3405.999512,,3106.1875,3253.878418,3299.750732,3388.352051,3340.315186,3152.954346,3220.525879,3306.083008,3174.457764,3178.963379,3166.097412,3171.189941
3105.885498,3127.578857,3318.398926,3131.768066,3126.592285,,3155.319336,2987.653809,3066.4646,3235.64209,3127.473145,3087.369629,3124.276611,3179.882813,3081.198975,3158.488525,3073.229736,3188.675537,3201.610596,3081.169922
3321.929199,3148.001221,3102.01001,3195.818359,3304.787109,3230.210693,3202.808838,3208.56543,3270.300293,3242.57666,3205.396729,3123.538574,3224.651611,3142.27002,3197.369385,3050.447021,3298.558594,,3213.253906,3150.988525
3085.947998,3230.106689,3281.30957,3096.249023,3092.770752,3211.080322,3263.940674,3083.728516,3161.924561,3150.74707,3235.923584,3233.437988,3228.553467,3291.705078,3044.412109,3128.51001,,3190.348633,3345.736328,3173.320313
3301.555908,3238.835938,3199.580078,3338.278564,3257.981201,3249.872559,3245.723145,3245.087891,3126.304199,3200.54541,3172.746582,3254.705811,3224.641602,3109.535156,3215.557373,3168.55249,3207.348145,3087.253418,,3201.425049
3213.055908,3255.318115,3197.893066,,3188.434082,3084.102051,3210.567383,3134.917969,3138.901367,3123.498291,3261.096191,3277.688721,3242.941895,3112.587402,3123.65332,3168.094482,3165.860352,3228.325195,3182.798096,3223.255127
3163.572754,3235.938965,3204.801758,,3021.92041,3216.768066,3155.057129,3177.081055,3254.750244,3221.567383,3140.273438,3289.046875,3171.165771,3150.4729,3144.922852,3091.989014,3110.869629,3221.145264,3083.992676,3151.018311
,3246.187256,3121.931641,3169.149414,3108.49707,3267.844482,3253.236816,3217.258545,3206.422607,3184.086426,3341.125488,3313.48999,3151.374756,3256.443848,3234.82251,3079.118896,3107.381592,3221.988281,3259.384766,3282.80542
3155.63501,3205.255859,3104.702637,3324.751709,3273.110352,3180.526123,3110.659668,3132.468506,3098.88208,3054.335693,3293.220703,3144.979492,3118.273438,3141.452393,3048.249023,3306.787109,,3318.834473,3187.054688,3139.717529
3140.123779,3193.749268,3124.532715,3234.868652,3212.849609,3213.368896,3062.290283,3184.916748,3136.557129,3129.328125,3230.098389,,3166.407471,3135.623047,3142.560791,3280.453125,3115.193115,3189.324219,3137.818115,3083.762451
3138.009766,3253.335938,3170.673584,3096.057617,3192.421631,3195.249023,3094.88208,3114.321533,3058.06665,3214.284668,3193.04541,3181.824707,3314.861572,3151.051025,3241.98877,3216.770508,,3374.476563,3035.063232,3285.915039
3186.636719,3101.958984,3128.992676,3208.831787,3174.511719,3263.11499,3176.986572,3175.560303,3171.660156,3208.217529,3193.554688,3245.177979,3384.752686,,3235.584229,3281.232178,3262.170898,3127.275635,3204.239746,3135.336914
3141.567627,3315.858643,3055.967529,3042.517578,3156.002686,3307.055176,3144.846191,3180.37207,3205.626221,3104.952637,3025.7146,3172.658936,3247.560547,3076.479736,3133.141113,3133.564941,,3157.041016,3135.930176,3213.971191
3297.384277,3220.99292,3223.655273,3073.857666,3137.843994,3268.938232,3150.402344,3166.032715,3291.932617,3112.803223,3181.571289,3212.597656,3242.663818,3226.67334,3302.437988,3127.615967,3085.543213,3168.92627,3205.69165,
3076.892822,3377.654297,3126.787842,3170.469727,3332.771973,3200.818115,3381.306641,3249.83374,3200.091064,3182.166504,3225.513428,3226.689941,3244.149902,3188.706055,3088.019775,3101.705078,,3202.986816,3210.321777,3337.051758
3285.991943,3105.885498,3287.697998,3187.848877,3157.69458,,3201.888672,3282.352783,3208.091797,3203.043701,3157.090332,3293.127197,3152.26123,3238.17041,3196.383301,3297.381592,3248.77417,3271.510742,3221.779785,3230.5896
